0, 19348
1380,  1444
420,   972
420,   972
420,   964
904,   496
424,   960
432,   968
424,   960
432,   960
904,   496
424,   972
428,   972
428,   968
896,   504
424,   960
416,   984
888,   512
888,   512
888,   516
408,   992
880,   504
888,   520
408,   984
884,   524
408,   984
888,   512
888,   520
404,   992
876,   520
408,   992
400,   992
416,   988
888,   520
880,   520
880,   520
400,   992
880,   520
876,   516
876,   520
400,  1000
888,   512
408,   992
876,   516
880,   516
400,  1000
880,   520
880,   520
397,   997
1352, 19336
1376,  1456
424,   976
424,   976
420,   976
892,   508
420,   980
424,   976
416,   980
900,   504
892,   508
424,   976
424,   976
424,   984
884,   508
424,   976
896,   504
896,   512
416,   980
420,   980
